duration,pdays,variacion_empleo,euribor3m,nr.employed,y
126.0,999.0,1.4,4.968,5228.1,0
212.0,999.0,-3.4,0.714,5017.5,1
179.0,999.0,-1.8,1.41,5099.1,0
378.0,999.0,-1.8,1.334,5099.1,0
184.0,999.0,1.1,4.855,5191.0,0
410.0,999.0,-1.8,1.266,5099.1,0
335.0,999.0,1.4,4.963,5228.1,0
493.0,999.0,1.4,4.961,5228.1,0
180.0,999.0,1.4,4.966,5228.1,0
282.0,999.0,1.4,4.961,5228.1,0
206.0,999.0,-1.8,1.291,5099.1,0
207.0,999.0,1.4,4.967,5228.1,0
556.0,999.0,1.1,4.857,5191.0,0
47.0,999.0,1.1,4.857,5191.0,0
325.0,3.0,-1.7,0.754,4991.6,1
178.0,999.0,-0.1,4.076,5195.8,0
1185.0,999.0,-1.7,0.822,4991.6,0
103.0,999.0,1.4,4.947,5228.1,0
416.0,999.0,1.4,4.96,5228.1,0
237.0,999.0,-1.8,1.25,5099.1,0
123.0,999.0,1.4,4.958,5228.1,0
381.0,999.0,1.1,4.856,5191.0,0
128.0,999.0,1.4,4.963,5228.1,0
352.0,999.0,-2.9,1.26,5076.2,0
464.0,999.0,1.4,4.962,5228.1,0
97.0,999.0,-1.8,1.299,5099.1,0
886.0,999.0,1.1,4.855,5191.0,0
210.0,999.0,1.4,4.958,5228.1,0
99.0,999.0,1.4,4.965,5228.1,0
98.0,3.0,-2.9,0.821,5076.2,1
162.0,999.0,1.4,4.963,5228.1,0
240.0,999.0,1.1,4.857,5191.0,0
212.0,999.0,1.4,4.962,5228.1,0
47.0,999.0,1.4,4.962,5228.1,0
434.0,999.0,-1.8,1.405,5099.1,0
150.0,999.0,-1.8,1.41,5099.1,0
136.0,999.0,1.1,4.857,5191.0,0
23.0,999.0,1.4,4.965,5228.1,0
247.0,999.0,1.1,4.855,5191.0,0
285.0,999.0,1.4,4.963,5228.1,0
397.0,999.0,1.1,4.86,5191.0,0
18.0,999.0,1.4,4.962,5228.1,0
320.0,999.0,1.4,4.957,5228.1,0
251.0,999.0,-1.8,1.405,5099.1,0
155.0,999.0,-0.1,4.191,5195.8,0
178.0,999.0,-1.8,1.405,5099.1,0
222.0,999.0,1.1,4.857,5191.0,0
634.0,999.0,1.1,4.859,5191.0,0
16.0,999.0,-1.8,1.25,5099.1,0
37.0,999.0,-1.8,1.405,5099.1,0
514.0,999.0,1.1,4.86,5191.0,0
178.0,999.0,1.4,4.963,5228.1,0
231.0,999.0,1.4,4.964,5228.1,0
46.0,999.0,1.1,4.857,5191.0,0
152.0,999.0,-0.1,4.153,5195.8,0
110.0,999.0,1.4,4.962,5228.1,0
245.0,999.0,1.4,4.864,5228.1,0
470.0,999.0,1.4,4.957,5228.1,0
455.0,999.0,1.4,4.961,5228.1,0
140.0,999.0,1.4,4.963,5228.1,0
260.0,999.0,1.4,4.961,5228.1,0
98.0,999.0,1.4,4.965,5228.1,0
61.0,999.0,-1.8,1.423,5099.1,0
518.0,999.0,1.1,4.857,5191.0,0
13.0,999.0,1.4,4.964,5228.1,0
211.0,999.0,1.1,4.86,5191.0,0
364.0,999.0,-1.8,1.365,5099.1,0
259.0,999.0,-1.8,1.344,5099.1,1
668.0,15.0,-2.9,0.879,5076.2,1
175.0,999.0,-0.1,4.021,5195.8,0
195.0,999.0,1.4,4.964,5228.1,0
101.0,999.0,1.4,4.966,5228.1,0
68.0,999.0,1.4,4.965,5228.1,0
252.0,999.0,1.1,4.855,5191.0,0
202.0,999.0,-1.1,0.882,4963.6,0
162.0,999.0,-1.8,1.405,5099.1,0
114.0,999.0,-0.1,4.076,5195.8,0
47.0,999.0,1.4,4.964,5228.1,0
192.0,999.0,1.4,4.963,5228.1,0
68.0,999.0,-0.1,4.021,5195.8,0
59.0,999.0,1.4,4.965,5228.1,0
256.0,999.0,1.4,4.963,5228.1,0
383.0,999.0,-1.1,1.028,4963.6,0
260.0,999.0,1.4,4.964,5228.1,0
32.0,999.0,1.4,4.963,5228.1,0
177.0,999.0,-1.8,1.365,5099.1,1
210.0,999.0,1.4,4.965,5228.1,0
105.0,999.0,1.4,4.961,5228.1,0
37.0,999.0,1.4,4.963,5228.1,0
141.0,999.0,1.1,4.856,5191.0,0
453.0,999.0,-1.8,1.41,5099.1,0
205.0,999.0,1.4,4.962,5228.1,0
730.0,999.0,-3.4,0.803,5017.5,1
278.0,999.0,1.1,4.859,5191.0,0
695.0,999.0,1.4,4.962,5228.1,1
102.0,999.0,1.4,4.965,5228.1,0
131.0,999.0,1.4,4.962,5228.1,0
128.0,999.0,1.4,4.963,5228.1,0
128.0,999.0,1.4,4.957,5228.1,0
182.0,999.0,-1.8,1.405,5099.1,0
61.0,999.0,1.4,4.962,5228.1,0
332.0,13.0,-2.9,0.908,5076.2,1
200.0,999.0,-1.8,1.299,5099.1,0
27.0,999.0,1.4,4.962,5228.1,0
364.0,999.0,-1.8,1.334,5099.1,0
188.0,999.0,1.4,4.962,5228.1,0
210.0,999.0,1.4,4.96,5228.1,0
143.0,999.0,1.1,4.856,5191.0,0
129.0,999.0,-1.8,1.313,5099.1,0
66.0,999.0,1.1,4.864,5191.0,0
136.0,999.0,1.4,4.965,5228.1,0
477.0,999.0,-0.1,4.12,5195.8,0
109.0,999.0,1.1,4.858,5191.0,0
89.0,999.0,1.4,4.962,5228.1,0
340.0,999.0,-0.1,4.153,5195.8,0
472.0,999.0,1.4,4.965,5228.1,0
168.0,999.0,-1.8,1.365,5099.1,0
258.0,999.0,1.4,4.963,5228.1,0
57.0,999.0,-1.8,1.479,5099.1,0
309.0,999.0,-1.8,1.334,5099.1,0
96.0,999.0,-1.8,0.639,5008.7,0
82.0,999.0,1.4,4.961,5228.1,0
225.0,999.0,-1.8,1.334,5099.1,0
73.0,999.0,1.4,4.963,5228.1,0
75.0,999.0,1.4,4.866,5228.1,0
166.0,12.0,-1.8,1.264,5099.1,0
252.0,999.0,-0.1,4.12,5195.8,0
112.0,999.0,-1.8,1.266,5099.1,0
27.0,999.0,1.1,4.858,5191.0,0
184.0,999.0,1.4,4.97,5228.1,0
56.0,999.0,1.4,4.964,5228.1,0
943.0,999.0,-0.1,4.191,5195.8,1
94.0,999.0,-1.8,1.281,5099.1,0
41.0,999.0,-1.8,1.466,5099.1,0
284.0,999.0,1.1,4.86,5191.0,0
160.0,999.0,1.4,4.866,5228.1,0
273.0,999.0,1.1,4.857,5191.0,0
341.0,999.0,-1.8,1.281,5099.1,0
588.0,999.0,-0.1,4.153,5195.8,0
1025.0,999.0,1.4,4.962,5228.1,0
143.0,999.0,-1.8,0.642,5008.7,0
206.0,999.0,1.4,4.962,5228.1,0
147.0,999.0,-1.8,1.266,5099.1,0
148.0,999.0,-2.9,0.908,5076.2,0
147.0,999.0,-1.8,1.365,5099.1,0
197.0,999.0,-1.8,1.266,5099.1,0
224.0,999.0,1.1,4.864,5191.0,0
58.0,999.0,1.4,4.968,5228.1,0
446.0,999.0,1.4,4.961,5228.1,0
73.0,999.0,-1.8,1.405,5099.1,0
413.0,999.0,1.4,4.97,5228.1,0
143.0,999.0,-0.1,4.021,5195.8,0
926.0,999.0,1.4,4.963,5228.1,1
275.0,999.0,-1.8,1.291,5099.1,0
154.0,999.0,-1.8,1.344,5099.1,0
131.0,999.0,1.4,4.962,5228.1,0
70.0,999.0,1.1,4.856,5191.0,0
104.0,999.0,1.4,4.965,5228.1,0
46.0,999.0,-1.8,1.327,5099.1,0
345.0,999.0,1.1,4.855,5191.0,0
213.0,999.0,-3.4,0.715,5017.5,1
105.0,999.0,-0.1,4.021,5195.8,0
705.0,999.0,1.1,4.856,5191.0,0
742.0,999.0,1.1,4.857,5191.0,0
207.0,999.0,1.4,4.963,5228.1,0
285.0,999.0,1.4,4.963,5228.1,0
112.0,999.0,1.4,4.962,5228.1,0
103.0,999.0,1.1,4.864,5191.0,0
493.0,999.0,1.4,4.865,5228.1,0
144.0,999.0,1.4,4.965,5228.1,0
153.0,999.0,1.4,4.962,5228.1,0
145.0,999.0,-1.8,0.655,5008.7,1
797.0,999.0,-1.8,1.266,5099.1,0
258.0,999.0,1.1,4.857,5191.0,0
469.0,999.0,-1.8,1.415,5099.1,0
95.0,999.0,1.1,4.86,5191.0,0
287.0,999.0,-1.8,1.405,5099.1,0
329.0,999.0,-1.8,1.27,5099.1,1
10.0,999.0,1.4,4.961,5228.1,0
355.0,13.0,-1.8,0.655,5008.7,1
130.0,999.0,-1.8,1.299,5099.1,0
87.0,999.0,1.1,4.857,5191.0,0
414.0,999.0,-2.9,0.884,5076.2,1
111.0,999.0,-2.9,1.26,5076.2,0
346.0,999.0,-1.8,1.405,5099.1,0
480.0,999.0,1.1,4.858,5191.0,0
127.0,999.0,1.4,4.966,5228.1,0
161.0,999.0,1.4,4.96,5228.1,0
1031.0,999.0,-0.1,4.076,5195.8,0
85.0,999.0,-1.8,1.25,5099.1,0
219.0,999.0,1.4,4.959,5228.1,0
411.0,999.0,-1.1,1.025,4963.6,1
213.0,999.0,1.4,4.961,5228.1,0
98.0,999.0,1.4,4.962,5228.1,0
200.0,999.0,-1.8,1.365,5099.1,1
259.0,999.0,-1.8,1.365,5099.1,1
338.0,999.0,1.4,4.963,5228.1,0
144.0,999.0,-3.4,0.741,5017.5,0
129.0,999.0,1.4,4.864,5228.1,0
1190.0,999.0,-1.8,1.25,5099.1,1
320.0,999.0,-1.8,1.334,5099.1,0
225.0,999.0,1.4,4.962,5228.1,0
129.0,999.0,1.1,4.859,5191.0,0
201.0,999.0,-3.4,0.788,5017.5,0
175.0,999.0,1.1,4.858,5191.0,0
148.0,999.0,-1.8,1.327,5099.1,0
84.0,999.0,-1.8,0.653,5008.7,0
207.0,999.0,1.1,4.856,5191.0,0
36.0,999.0,-1.8,1.327,5099.1,0
203.0,999.0,-0.1,4.153,5195.8,0
399.0,999.0,1.4,4.866,5228.1,0
194.0,999.0,1.4,4.963,5228.1,0
267.0,999.0,-2.9,0.879,5076.2,1
219.0,999.0,1.1,4.864,5191.0,0
359.0,999.0,1.1,4.858,5191.0,0
219.0,999.0,1.4,4.962,5228.1,0
179.0,999.0,1.1,4.859,5191.0,0
130.0,999.0,1.4,4.963,5228.1,0
64.0,999.0,1.4,4.959,5228.1,0
445.0,999.0,-1.8,1.299,5099.1,0
212.0,999.0,1.4,4.964,5228.1,0
134.0,999.0,1.4,4.963,5228.1,0
240.0,999.0,1.4,4.962,5228.1,0
232.0,999.0,1.4,4.96,5228.1,0
93.0,999.0,1.4,4.965,5228.1,0
130.0,999.0,1.4,4.965,5228.1,0
244.0,999.0,-1.8,1.354,5099.1,0
296.0,999.0,1.1,4.855,5191.0,0
349.0,999.0,1.1,4.857,5191.0,0
382.0,999.0,-2.9,1.268,5076.2,0
407.0,999.0,1.4,4.959,5228.1,0
198.0,999.0,1.1,4.858,5191.0,0
119.0,999.0,-1.8,1.757,5099.1,0
272.0,999.0,-1.8,1.25,5099.1,0
124.0,999.0,-1.8,1.344,5099.1,0
249.0,999.0,1.1,4.856,5191.0,0
88.0,999.0,1.4,4.968,5228.1,0
180.0,999.0,1.4,4.864,5228.1,0
231.0,999.0,1.4,4.958,5228.1,0
381.0,999.0,1.4,4.967,5228.1,1
175.0,999.0,1.1,4.857,5191.0,0
204.0,999.0,1.4,4.96,5228.1,0
343.0,999.0,-1.8,1.344,5099.1,0
399.0,999.0,-1.8,1.41,5099.1,0
270.0,999.0,-1.8,1.334,5099.1,0
156.0,999.0,1.4,4.864,5228.1,0
221.0,999.0,1.1,4.857,5191.0,0
113.0,999.0,-1.8,1.244,5099.1,0
164.0,999.0,-1.8,1.266,5099.1,0
166.0,999.0,-0.1,4.191,5195.8,0
223.0,999.0,-0.1,4.12,5195.8,0
210.0,999.0,1.4,4.963,5228.1,0
105.0,999.0,1.1,4.855,5191.0,0
124.0,999.0,-1.8,1.281,5099.1,0
194.0,999.0,-1.8,1.291,5099.1,0
148.0,999.0,1.1,4.857,5191.0,0
37.0,999.0,-0.1,4.153,5195.8,0
27.0,999.0,1.4,4.959,5228.1,0
214.0,999.0,1.1,4.859,5191.0,0
175.0,999.0,1.1,4.859,5191.0,0
51.0,999.0,1.4,4.962,5228.1,0
107.0,999.0,-2.9,1.281,5076.2,1
614.0,999.0,1.4,4.958,5228.1,0
196.0,999.0,-0.1,4.021,5195.8,0
206.0,999.0,1.4,4.962,5228.1,0
125.0,999.0,1.1,4.857,5191.0,0
193.0,999.0,1.1,4.857,5191.0,0
44.0,999.0,1.4,4.962,5228.1,0
34.0,999.0,1.4,4.955,5228.1,0
368.0,999.0,-2.9,1.262,5076.2,0
19.0,999.0,-1.8,1.281,5099.1,0
178.0,999.0,-1.8,1.25,5099.1,0
206.0,999.0,1.4,4.961,5228.1,0
62.0,999.0,1.4,4.965,5228.1,0
105.0,999.0,1.4,4.962,5228.1,0
782.0,999.0,1.4,4.961,5228.1,0
353.0,999.0,-1.8,1.354,5099.1,1
822.0,999.0,1.4,4.963,5228.1,1
192.0,6.0,-0.1,4.076,5195.8,0
175.0,999.0,1.1,4.857,5191.0,0
249.0,999.0,1.1,4.857,5191.0,0
64.0,999.0,1.4,4.962,5228.1,0
26.0,999.0,1.1,4.857,5191.0,0
100.0,999.0,1.4,4.96,5228.1,0
259.0,999.0,-0.1,4.153,5195.8,0
208.0,999.0,1.4,4.962,5228.1,0
34.0,999.0,1.4,4.964,5228.1,0
72.0,999.0,1.4,4.964,5228.1,0
392.0,999.0,1.1,4.857,5191.0,0
333.0,3.0,-0.1,4.076,5195.8,0
283.0,999.0,1.1,4.855,5191.0,0
87.0,999.0,1.4,4.96,5228.1,0
612.0,999.0,1.4,4.968,5228.1,1
192.0,999.0,1.1,4.86,5191.0,0
164.0,999.0,1.4,4.865,5228.1,0
106.0,999.0,-3.4,0.716,5017.5,0
391.0,999.0,-1.8,1.25,5099.1,0
269.0,999.0,-1.8,1.327,5099.1,0
83.0,999.0,1.4,4.965,5228.1,0
206.0,999.0,-0.1,4.021,5195.8,0
302.0,999.0,1.4,4.961,5228.1,0
137.0,999.0,-0.1,4.191,5195.8,0
164.0,999.0,1.4,4.957,5228.1,0
273.0,999.0,-3.0,0.707,5023.5,0
115.0,999.0,-1.7,0.896,4991.6,1
105.0,999.0,-1.8,1.291,5099.1,0
217.0,999.0,1.4,4.865,5228.1,0
59.0,999.0,-1.8,1.344,5099.1,0
38.0,999.0,1.4,4.864,5228.1,0
225.0,999.0,1.1,4.859,5191.0,0
290.0,999.0,1.1,4.857,5191.0,0
280.0,999.0,1.4,4.961,5228.1,0
99.0,999.0,1.4,4.864,5228.1,0
125.0,999.0,-1.8,1.334,5099.1,0
221.0,999.0,1.1,4.86,5191.0,0
134.0,999.0,1.4,4.957,5228.1,0
1110.0,999.0,1.1,4.859,5191.0,0
422.0,12.0,-1.8,1.299,5099.1,0
95.0,999.0,1.4,4.964,5228.1,0
836.0,999.0,1.1,4.857,5191.0,0
88.0,999.0,-0.1,4.021,5195.8,0
173.0,999.0,-0.1,4.021,5195.8,0
689.0,999.0,-3.0,0.707,5023.5,1
75.0,999.0,1.4,4.966,5228.1,0
30.0,999.0,1.4,4.964,5228.1,0
193.0,999.0,1.4,4.961,5228.1,0
73.0,999.0,1.4,4.965,5228.1,0
174.0,999.0,1.4,4.963,5228.1,0
215.0,999.0,-0.1,4.191,5195.8,0
211.0,999.0,-1.8,1.41,5099.1,0
339.0,6.0,-1.7,0.729,4991.6,1
101.0,999.0,-0.1,4.191,5195.8,0
301.0,999.0,-1.8,1.344,5099.1,0
251.0,999.0,-0.1,4.191,5195.8,0
72.0,999.0,1.1,4.858,5191.0,0
987.0,999.0,1.1,4.858,5191.0,0
294.0,999.0,-1.8,1.344,5099.1,0
157.0,999.0,1.4,4.964,5228.1,0
54.0,999.0,1.4,4.962,5228.1,0
347.0,999.0,1.4,4.962,5228.1,0
392.0,999.0,1.4,4.967,5228.1,0
367.0,999.0,1.4,4.961,5228.1,0
146.0,999.0,1.1,4.859,5191.0,0
88.0,999.0,1.1,4.859,5191.0,0
234.0,999.0,1.1,4.864,5191.0,0
15.0,999.0,1.1,4.856,5191.0,0
485.0,999.0,1.1,4.856,5191.0,0
84.0,999.0,1.1,4.856,5191.0,0
145.0,999.0,1.4,4.962,5228.1,0
226.0,999.0,1.1,4.86,5191.0,0
524.0,999.0,1.4,4.963,5228.1,0
381.0,999.0,1.1,4.86,5191.0,0
598.0,999.0,1.4,4.963,5228.1,0
125.0,999.0,-1.8,1.313,5099.1,0
100.0,999.0,1.4,4.967,5228.1,0
85.0,999.0,-1.8,1.405,5099.1,0
420.0,999.0,-1.8,0.643,5008.7,1
79.0,999.0,1.4,4.962,5228.1,0
193.0,999.0,-1.8,1.327,5099.1,0
125.0,999.0,1.4,4.963,5228.1,0
283.0,999.0,-1.8,1.25,5099.1,0
19.0,999.0,1.4,4.962,5228.1,0
163.0,999.0,1.1,4.857,5191.0,0
72.0,999.0,1.4,4.962,5228.1,0
380.0,999.0,-1.8,1.365,5099.1,1
203.0,999.0,1.4,4.963,5228.1,0
158.0,999.0,-1.8,1.327,5099.1,0
148.0,999.0,-1.8,1.291,5099.1,0
88.0,999.0,1.4,4.864,5228.1,0
123.0,999.0,1.4,4.965,5228.1,0
220.0,999.0,-1.7,0.81,4991.6,0
72.0,999.0,1.4,4.964,5228.1,0
118.0,999.0,1.4,4.964,5228.1,0
204.0,999.0,1.4,4.957,5228.1,0
415.0,999.0,-0.1,4.191,5195.8,0
150.0,999.0,1.1,4.864,5191.0,0
358.0,999.0,-1.8,1.25,5099.1,0
216.0,999.0,-0.1,4.153,5195.8,0
76.0,999.0,1.4,4.961,5228.1,0
223.0,999.0,1.1,4.86,5191.0,0
551.0,999.0,-1.8,1.41,5099.1,1
267.0,999.0,-1.8,1.266,5099.1,0
32.0,999.0,1.1,4.856,5191.0,0
630.0,999.0,-1.8,1.244,5099.1,0
811.0,999.0,-1.8,1.334,5099.1,0
210.0,999.0,-1.8,1.266,5099.1,0
225.0,999.0,1.1,4.857,5191.0,0
967.0,999.0,1.4,4.959,5228.1,1
352.0,999.0,1.4,4.962,5228.1,0
168.0,999.0,-1.8,1.281,5099.1,0
1020.0,999.0,-1.8,1.266,5099.1,1
351.0,999.0,-1.8,1.291,5099.1,0
335.0,999.0,1.4,4.957,5228.1,0
28.0,999.0,1.4,4.959,5228.1,0
131.0,999.0,-0.1,4.021,5195.8,0
151.0,999.0,1.4,4.962,5228.1,0
685.0,999.0,1.4,4.967,5228.1,1
160.0,999.0,1.4,4.961,5228.1,0
149.0,999.0,1.1,4.855,5191.0,0
357.0,999.0,1.1,4.857,5191.0,0
173.0,999.0,-1.8,1.291,5099.1,0
111.0,999.0,-1.7,0.896,4991.6,0
256.0,999.0,1.4,4.959,5228.1,0
167.0,999.0,1.1,4.864,5191.0,0
288.0,999.0,-1.8,1.244,5099.1,0
398.0,999.0,1.4,4.968,5228.1,0
157.0,999.0,-1.8,1.344,5099.1,0
157.0,999.0,-1.8,1.25,5099.1,0
127.0,999.0,1.1,4.857,5191.0,0
176.0,999.0,-1.8,1.344,5099.1,0
426.0,999.0,1.4,4.967,5228.1,0
125.0,999.0,-0.1,4.076,5195.8,0
461.0,999.0,-1.8,1.423,5099.1,1
132.0,999.0,-1.8,1.266,5099.1,0
67.0,999.0,-2.9,1.266,5076.2,0
106.0,999.0,1.1,4.86,5191.0,0
104.0,999.0,-1.8,1.291,5099.1,0
139.0,999.0,-3.4,0.722,5017.5,1
180.0,999.0,1.1,4.864,5191.0,0
188.0,999.0,1.1,4.858,5191.0,0
12.0,999.0,-1.7,0.898,4991.6,0
97.0,999.0,1.4,4.96,5228.1,0
336.0,999.0,1.1,4.858,5191.0,0
65.0,999.0,-1.8,1.327,5099.1,0
124.0,999.0,-1.8,1.365,5099.1,0
225.0,3.0,-1.1,0.879,4963.6,1
881.0,999.0,1.4,4.964,5228.1,0
157.0,999.0,1.1,4.857,5191.0,0
150.0,999.0,-2.9,0.873,5076.2,0
141.0,999.0,1.4,4.963,5228.1,0
114.0,999.0,-1.8,1.291,5099.1,0
144.0,999.0,1.4,4.963,5228.1,0
754.0,999.0,-1.8,1.405,5099.1,0
267.0,999.0,-2.9,0.851,5076.2,1
720.0,999.0,-1.8,1.313,5099.1,1
185.0,999.0,-1.7,0.742,4991.6,0
90.0,999.0,1.1,4.857,5191.0,0
241.0,6.0,-1.8,0.652,5008.7,1
385.0,999.0,1.4,4.966,5228.1,0
602.0,999.0,1.4,4.962,5228.1,0
756.0,999.0,-1.8,1.405,5099.1,0
125.0,999.0,1.4,4.962,5228.1,0
239.0,999.0,1.4,4.962,5228.1,0
94.0,999.0,-1.8,1.334,5099.1,0
42.0,999.0,1.4,4.962,5228.1,0
105.0,999.0,1.4,4.865,5228.1,0
292.0,999.0,-0.1,4.12,5195.8,0
97.0,999.0,1.4,4.965,5228.1,0
6.0,999.0,-1.7,0.711,4991.6,0
111.0,999.0,-1.8,1.244,5099.1,0
119.0,999.0,1.4,4.864,5228.1,0
236.0,999.0,1.4,4.958,5228.1,0
49.0,999.0,-1.8,1.281,5099.1,0
299.0,999.0,1.1,4.859,5191.0,0
610.0,999.0,1.1,4.856,5191.0,0
259.0,999.0,1.1,4.856,5191.0,0
574.0,999.0,1.4,4.962,5228.1,0
73.0,999.0,1.4,4.96,5228.1,0
223.0,999.0,1.4,4.958,5228.1,0
84.0,999.0,1.4,4.968,5228.1,0
255.0,999.0,1.1,4.864,5191.0,0
236.0,999.0,-1.8,1.299,5099.1,0
67.0,3.0,-2.9,0.854,5076.2,0
83.0,999.0,1.4,4.96,5228.1,0
140.0,999.0,1.4,4.959,5228.1,0
650.0,999.0,1.1,4.858,5191.0,0
644.0,999.0,1.4,4.964,5228.1,0
81.0,999.0,1.4,4.965,5228.1,0
398.0,999.0,-2.9,0.829,5076.2,1
87.0,999.0,-1.8,1.405,5099.1,0
263.0,999.0,1.4,4.962,5228.1,0
160.0,999.0,1.4,4.967,5228.1,0
404.0,999.0,-1.8,1.405,5099.1,1
133.0,999.0,-1.8,1.327,5099.1,0
226.0,999.0,1.1,4.86,5191.0,0
222.0,999.0,-1.8,1.266,5099.1,0
240.0,999.0,-1.8,1.354,5099.1,0
131.0,999.0,-1.8,1.405,5099.1,0
32.0,999.0,1.1,4.855,5191.0,0
150.0,999.0,-1.8,1.41,5099.1,0
272.0,999.0,-1.8,1.453,5099.1,0
141.0,999.0,-1.8,1.405,5099.1,0
403.0,999.0,1.4,4.965,5228.1,0
173.0,999.0,1.4,4.961,5228.1,0
125.0,999.0,1.1,4.857,5191.0,0
479.0,999.0,1.4,4.865,5228.1,0
152.0,999.0,1.4,4.966,5228.1,0
12.0,999.0,-1.8,1.405,5099.1,0
592.0,999.0,-1.7,0.899,4991.6,1
124.0,999.0,1.4,4.958,5228.1,0
76.0,999.0,1.4,4.963,5228.1,0
48.0,999.0,-1.1,0.959,4963.6,0
131.0,999.0,1.4,4.864,5228.1,0
363.0,999.0,1.4,4.864,5228.1,0
215.0,999.0,1.1,4.856,5191.0,0
231.0,999.0,1.4,4.964,5228.1,0
142.0,999.0,1.1,4.855,5191.0,0
1307.0,999.0,-1.8,0.639,5008.7,1
61.0,999.0,1.4,4.963,5228.1,0
8.0,999.0,1.4,4.968,5228.1,0
65.0,999.0,-0.1,4.191,5195.8,0
604.0,999.0,1.1,4.855,5191.0,0
792.0,999.0,-1.8,1.25,5099.1,1
188.0,999.0,1.1,4.859,5191.0,0
478.0,999.0,-1.8,1.313,5099.1,0
487.0,999.0,1.4,4.958,5228.1,0
55.0,999.0,1.4,4.964,5228.1,0
234.0,999.0,1.4,4.966,5228.1,0
124.0,999.0,-1.8,1.291,5099.1,0
92.0,999.0,1.4,4.962,5228.1,0
376.0,999.0,1.1,4.86,5191.0,0
221.0,6.0,-3.4,0.742,5017.5,1
183.0,999.0,1.1,4.857,5191.0,0
78.0,999.0,1.4,4.964,5228.1,0
114.0,999.0,1.4,4.963,5228.1,0
171.0,999.0,1.4,4.864,5228.1,0
164.0,999.0,1.4,4.964,5228.1,0
239.0,999.0,-1.8,1.334,5099.1,0
66.0,999.0,-0.1,4.191,5195.8,0
222.0,6.0,-1.7,0.903,4991.6,1
107.0,999.0,-1.8,1.423,5099.1,1
99.0,999.0,1.4,4.961,5228.1,0
82.0,999.0,1.4,4.968,5228.1,0
70.0,999.0,1.1,4.856,5191.0,0
219.0,999.0,-2.9,0.873,5076.2,0
206.0,999.0,-0.1,4.153,5195.8,0
136.0,999.0,-3.4,0.714,5017.5,0
97.0,999.0,-1.8,1.313,5099.1,0
153.0,999.0,1.4,4.962,5228.1,0
326.0,999.0,-1.8,1.405,5099.1,0
287.0,999.0,1.1,4.855,5191.0,0
81.0,999.0,1.1,4.857,5191.0,0
71.0,999.0,-0.1,4.153,5195.8,0
294.0,999.0,1.1,4.855,5191.0,0
15.0,999.0,-1.8,1.266,5099.1,0
105.0,999.0,1.4,4.963,5228.1,0
308.0,999.0,1.4,4.967,5228.1,0
561.0,999.0,1.4,4.962,5228.1,0
102.0,999.0,1.4,4.866,5228.1,0
326.0,999.0,-1.1,1.049,4963.6,0
124.0,999.0,1.1,4.856,5191.0,0
158.0,999.0,1.4,4.963,5228.1,0
87.0,999.0,-1.8,1.313,5099.1,0
411.0,8.0,-1.7,0.81,4991.6,1
362.0,999.0,1.4,4.962,5228.1,0
686.0,999.0,1.1,4.856,5191.0,0
282.0,999.0,-1.8,1.405,5099.1,0
60.0,999.0,1.1,4.857,5191.0,0
205.0,999.0,1.4,4.965,5228.1,0
168.0,999.0,-1.8,1.25,5099.1,0
82.0,999.0,-0.1,4.191,5195.8,0
528.0,999.0,1.4,4.963,5228.1,0
13.0,999.0,-0.1,4.021,5195.8,0
331.0,999.0,1.4,4.965,5228.1,0
187.0,999.0,-1.8,1.313,5099.1,0
76.0,999.0,1.1,4.857,5191.0,0
82.0,999.0,1.4,4.866,5228.1,0
62.0,999.0,-2.9,1.262,5076.2,0
84.0,999.0,-0.1,4.153,5195.8,0
63.0,999.0,1.4,4.866,5228.1,0
743.0,999.0,1.4,4.962,5228.1,1
93.0,999.0,-1.8,1.405,5099.1,0
61.0,999.0,1.4,4.961,5228.1,0
241.0,999.0,1.1,4.857,5191.0,0
1129.0,999.0,1.4,4.964,5228.1,1
207.0,999.0,-2.9,1.26,5076.2,0
714.0,999.0,-0.1,4.153,5195.8,0
168.0,999.0,-0.1,4.076,5195.8,0
121.0,15.0,-2.9,0.825,5076.2,0
472.0,999.0,-1.8,1.334,5099.1,0
236.0,999.0,1.4,4.96,5228.1,0
579.0,999.0,1.4,4.964,5228.1,1
332.0,999.0,1.1,4.857,5191.0,0
97.0,999.0,1.4,4.864,5228.1,0
98.0,999.0,-0.1,4.153,5195.8,0
80.0,999.0,1.4,4.968,5228.1,0
99.0,999.0,-1.8,1.365,5099.1,0
54.0,999.0,-1.8,1.327,5099.1,0
134.0,999.0,1.4,4.963,5228.1,0
216.0,999.0,-1.8,1.291,5099.1,0
652.0,999.0,1.4,4.963,5228.1,0
140.0,999.0,1.1,4.855,5191.0,0
59.0,999.0,1.4,4.961,5228.1,0
80.0,999.0,1.4,4.865,5228.1,0
176.0,3.0,-1.8,0.682,5008.7,1
219.0,999.0,1.1,4.857,5191.0,0
203.0,999.0,-1.8,1.334,5099.1,0
25.0,999.0,1.4,4.961,5228.1,0
171.0,999.0,1.4,4.963,5228.1,0
106.0,999.0,1.1,4.857,5191.0,0
226.0,999.0,1.4,4.957,5228.1,0
105.0,999.0,1.4,4.961,5228.1,0
686.0,999.0,1.4,4.957,5228.1,1
265.0,999.0,-0.1,4.076,5195.8,0
218.0,999.0,1.1,4.855,5191.0,0
414.0,999.0,-1.8,1.344,5099.1,0
